"","x","y","Crime"
"272",-77.0507637864389,38.9072379807342,"THEFT"
"273",-76.9357934584003,38.9066998740645,"THEFT"
"274",-77.027055753911,38.958377010523,"BURGLARY/ROBBERY"
"275",-77.0278537481346,38.9632322729652,"THEFT"
"276",-77.0263953098439,38.9508192257651,"THEFT"
"277",-76.986036576557,38.9142116221196,"THEFT"
"278",-76.9891005129243,38.8595310867701,"THEFT"
"279",-77.0639179251835,38.9448682756492,"THEFT"
"280",-77.013338994445,38.9046808679802,"THEFT"
"281",-77.0529592542969,38.9138221048137,"THEFT"
"282",-77.0180168538833,38.938866824988,"THEFT"
"283",-77.0212881103968,38.9236782695831,"THEFT"
"284",-76.9746836324747,38.902583453565,"BURGLARY/ROBBERY"
"285",-77.0288543832191,38.8983091582708,"THEFT"
"286",-77.0276584899406,38.9655384311368,"THEFT"
"287",-76.9973143150971,38.8897997831028,"THEFT"
"288",-76.97163623803,38.8464614886754,"OTHER"
"289",-76.9923989367754,38.8291999174746,"BURGLARY/ROBBERY"
"290",-76.9902495355631,38.8825386522857,"THEFT"
"291",-77.0416610155903,38.9165291797393,"THEFT"
"292",-77.0348153991044,38.9007605102279,"THEFT"
"293",-77.0096938406813,38.9637265887391,"THEFT"
"294",-77.0270406789793,38.9186414269217,"THEFT"
"295",-76.9961851313431,38.8819894853993,"THEFT"
"296",-77.0211740330645,38.9667018488672,"BURGLARY/ROBBERY"
"297",-76.9902495355631,38.8825386522857,"THEFT"
"298",-76.9902495355631,38.8825386522857,"THEFT"
"299",-77.019463742395,38.9152197688456,"THEFT"
"300",-76.9658379147129,38.8603103304178,"THEFT"
"301",-77.0074075990407,38.962586761746,"THEFT"
"302",-77.0280890890925,38.9162809970738,"THEFT"
"303",-77.0174000258762,38.9163281193167,"BURGLARY/ROBBERY"
"304",-76.9871295264975,38.9277692753289,"BURGLARY/ROBBERY"
"305",-77.0364589571654,38.9358807812229,"THEFT"
"306",-77.0498210907786,38.9111209831631,"THEFT"
"307",-77.0423674218745,38.921618631158,"THEFT"
"308",-77.0239624383182,38.9547203305671,"BURGLARY/ROBBERY"
"309",-76.9464294093548,38.8987688736564,"BURGLARY/ROBBERY"
"310",-76.9990093579625,38.8436497233642,"THEFT"
"311",-76.9913847976035,38.8347040172598,"BURGLARY/ROBBERY"
"312",-76.9575271797417,38.8856031958196,"BURGLARY/ROBBERY"
"313",-77.0273138244938,38.9694480899265,"THEFT"
"314",-77.0006594712965,38.8440130363424,"THEFT"
"315",-77.0285252731806,38.9689703639348,"BURGLARY/ROBBERY"
"316",-77.0090530222518,38.9076427732797,"THEFT"
"317",-77.0320933780026,38.923153319146,"THEFT"
"318",-76.9855064501223,38.8791087210301,"BURGLARY/ROBBERY"
"319",-76.9908930995004,38.8970872295053,"THEFT"
"320",-77.0639976244854,38.905150552304,"THEFT"
"321",-76.9781348243733,38.8875817068084,"BURGLARY/ROBBERY"
"322",-77.0247279823137,38.9289570056518,"THEFT"
"323",-76.9667291306774,38.8763635721532,"THEFT"
"324",-77.0340904440121,38.9274226960901,"BURGLARY/ROBBERY"
"325",-77.0254137286394,38.9804115344499,"THEFT"
"326",-77.0249862653666,38.9133359763311,"THEFT"
"327",-77.0288579946113,38.9072364366094,"THEFT"
"328",-77.0012690983366,38.956046994247,"BURGLARY/ROBBERY"
"329",-77.0099104245371,38.8724942794159,"OTHER"
"330",-77.0072317212326,38.8212454606487,"BURGLARY/ROBBERY"
"331",-76.9781355117712,38.8853386202386,"BURGLARY/ROBBERY"
"332",-76.9529030976317,38.9064107483388,"OTHER"
"333",-76.9415004684871,38.9045959412656,"BURGLARY/ROBBERY"
"334",-76.9850484934765,38.897329853472,"BURGLARY/ROBBERY"
"335",-77.026498601646,38.980411293686,"THEFT"
"336",-76.9957831971661,38.8574415652117,"THEFT"
"337",-76.972861906809,38.868242898033,"OTHER"
"338",-76.9230789083096,38.893927347227,"THEFT"
"339",-77.044894842584,38.9064476486509,"THEFT"
"340",-77.0264518549481,38.9788438736985,"OTHER"
"341",-77.0302753430978,38.9597634930396,"BURGLARY/ROBBERY"
"342",-76.9868844317543,38.8808807795571,"BURGLARY/ROBBERY"
"343",-77.0196034786454,38.9504015872824,"THEFT"
"344",-76.9709648217355,38.8610143747099,"BURGLARY/ROBBERY"
"345",-77.0199017815085,38.9147692783508,"BURGLARY/ROBBERY"
"346",-77.029713399101,38.9402697306031,"BURGLARY/ROBBERY"
"347",-76.9586689240318,38.8844235072131,"THEFT"
"348",-76.9780220516956,38.9023251390647,"BURGLARY/ROBBERY"
"349",-76.9241856542611,38.893801953569,"BURGLARY/ROBBERY"
"350",-77.0406453314954,38.9072411383148,"BURGLARY/ROBBERY"
"351",-76.9326283965645,38.8764749960963,"THEFT"
"352",-76.9495265616789,38.9205434204878,"THEFT"
"353",-77.0166407961569,38.8746465219634,"THEFT"
"354",-77.005804159698,38.9673341989643,"THEFT"
"355",-77.0488434785242,38.897843084377,"BURGLARY/ROBBERY"
"356",-76.9391885318309,38.9005595242034,"THEFT"
"357",-77.0145315433933,38.8729622326915,"THEFT"
"358",-77.0270417959505,38.9215871492161,"THEFT"
"359",-77.0169714194221,38.9565232073306,"THEFT"
"360",-77.0324757041242,38.9270448067584,"BURGLARY/ROBBERY"
"361",-76.976397107002,38.844467109788,"THEFT"
"362",-77.0208463408463,38.9509734875523,"THEFT"
"363",-77.0398102543808,38.9060981661981,"THEFT"
"364",-77.0423674218745,38.921618631158,"THEFT"
"365",-77.0700304849853,38.9553594160751,"THEFT"
"366",-76.9551325663225,38.8628741069346,"THEFT"
"367",-76.9992731525871,38.9560650154029,"BURGLARY/ROBBERY"
"368",-76.9751161311319,38.9172816483763,"THEFT"
"369",-76.9751161311319,38.9172816483763,"THEFT"
"370",-77.0332633366381,38.9096495020067,"THEFT"
"371",-77.0327350033914,38.9392059449173,"THEFT"
"372",-77.0095610563106,38.9312197755534,"OTHER"
"373",-77.0288665198976,38.8998135514638,"THEFT"
"374",-77.0177799357021,38.9137647996062,"THEFT"
"375",-77.0005764474736,38.9046816280331,"THEFT"
"376",-76.998456526587,38.8397130256369,"THEFT"
"377",-76.9327208951025,38.9005994888036,"THEFT"
"378",-77.0494609686487,38.9072385395291,"THEFT"
"379",-76.972948374866,38.8745327286824,"BURGLARY/ROBBERY"
"380",-77.0396702609364,38.9031434744161,"THEFT"
"381",-77.0606772965942,38.9051883573167,"THEFT"
"382",-77.0597108549359,38.9764354341112,"THEFT"
"383",-76.9504078782069,38.8637189870356,"THEFT"
"384",-76.9709384987786,38.8690678899533,"THEFT"
"385",-77.0288543832191,38.8983091582708,"THEFT"
"386",-77.0408811201947,38.9238622327334,"THEFT"
"387",-77.0400782498527,38.9111247312695,"THEFT"
"388",-77.0556487924897,38.9356292753491,"THEFT"
"389",-76.9292418086366,38.8864993320077,"THEFT"
"390",-77.0308021853212,38.8973447661476,"THEFT"
"391",-76.9892787513323,38.9001949769471,"BURGLARY/ROBBERY"
"392",-77.0275416816191,38.9131936107113,"THEFT"
"393",-77.0199117301313,38.909103031286,"THEFT"
"394",-76.994961949615,38.9032582012051,"THEFT"
"395",-77.0250270236786,38.9309112046118,"OTHER"
"396",-77.0189719243814,38.9736025377332,"THEFT"
"397",-77.0101535899565,38.9616857302415,"BURGLARY/ROBBERY"
"398",-77.0364990105354,38.9239988083179,"THEFT"
"399",-77.0619547575289,38.9025842725022,"THEFT"
"400",-77.0249691339255,38.8973371501763,"THEFT"
"401",-76.9867809044198,38.8798087695063,"THEFT"
"402",-77.0673249155399,38.9507258893725,"THEFT"
"403",-77.0621643980536,38.9109761594066,"THEFT"
"404",-76.9915218877338,38.9033180880432,"BURGLARY/ROBBERY"
"405",-77.0408465287651,38.9037376204341,"THEFT"
"406",-77.0229881644437,38.902940755795,"THEFT"
"407",-76.9256274969808,38.8818397506436,"BURGLARY/ROBBERY"
"408",-77.0058914055215,38.9060417417325,"THEFT"
"409",-76.9943030297786,38.9255808247505,"BURGLARY/ROBBERY"
"410",-76.9308035247933,38.8806177908096,"OTHER"
"411",-76.9292418086366,38.8864993320077,"BURGLARY/ROBBERY"
"412",-77.0229881644437,38.902940755795,"THEFT"
"413",-77.0427116962143,38.8995660842506,"THEFT"
"414",-76.9943626982624,38.9001953328921,"BURGLARY/ROBBERY"
"415",-77.0161556866582,38.971603132697,"BURGLARY/ROBBERY"
"416",-77.0058871945464,38.9025149722824,"THEFT"
"417",-77.026513857386,38.8973458181553,"THEFT"
"418",-76.9730923710597,38.9165553085645,"THEFT"
"419",-77.0005765602634,38.9186355458327,"OTHER"
"420",-77.042086571689,38.9928470602979,"THEFT"
"421",-76.9370357262795,38.893858811894,"BURGLARY/ROBBERY"
"422",-76.9894688962388,38.8616300824359,"OTHER"
"423",-76.9883136301951,38.8803584447303,"BURGLARY/ROBBERY"
"424",-77.03645792074,38.9338539137633,"THEFT"
"425",-77.0396121894393,38.9231329957689,"BURGLARY/ROBBERY"
"426",-76.9580556016303,38.8897870581798,"OTHER"
"427",-77.0184721945788,38.9485046285267,"BURGLARY/ROBBERY"
"428",-76.9989284799874,38.8599279611311,"BURGLARY/ROBBERY"
"429",-77.030787609107,38.916991975442,"THEFT"
"430",-77.0385074573341,38.9060986028522,"THEFT"
"431",-76.9949691593953,38.8909346707703,"THEFT"
"432",-77.0612738689973,38.9088820996662,"BURGLARY/ROBBERY"
"433",-77.0493386614653,38.9090999858809,"THEFT"
"434",-77.0076802587773,38.9155622832048,"BURGLARY/ROBBERY"
"435",-76.9990093579625,38.8436497233642,"BURGLARY/ROBBERY"
"436",-76.9876128694498,38.9336967939991,"BURGLARY/ROBBERY"
"437",-77.0423674218745,38.921618631158,"OTHER"
"438",-77.010150470574,38.9025151301072,"BURGLARY/ROBBERY"
"439",-77.0074772163598,38.9046900382015,"THEFT"
"440",-77.0503101223846,38.9178860340581,"BURGLARY/ROBBERY"
"441",-77.0430581373179,38.9196545637207,"BURGLARY/ROBBERY"
"442",-77.0400910560685,38.9072414998561,"BURGLARY/ROBBERY"
"443",-76.9758004177791,38.905615991646,"OTHER"
"444",-76.9506141830804,38.86530455557,"OTHER"
"445",-77.0402071669126,38.9148271139659,"BURGLARY/ROBBERY"
"446",-77.0431728947476,38.9187356719241,"BURGLARY/ROBBERY"
"447",-77.0319514249642,38.9140937872875,"THEFT"
"448",-76.982374110258,38.8504407607679,"THEFT"
"449",-76.9374897852107,38.9049621821985,"THEFT"
"450",-76.9762456965894,38.8840770775462,"OTHER"
"451",-76.9261369659225,38.9018296568563,"THEFT"
"452",-77.0199445629412,38.9576612021188,"BURGLARY/ROBBERY"
"453",-77.030707447796,38.9450618827127,"THEFT"
"454",-77.037511318559,38.9086957631754,"THEFT"
"455",-77.037511318559,38.9086957631754,"THEFT"
"456",-77.017200188837,38.9005185035909,"THEFT"
"457",-77.023724276739,38.9324248717724,"BURGLARY/ROBBERY"
"458",-77.0058913326057,38.9051589234946,"THEFT"
"459",-76.9892725766292,38.9412549185646,"THEFT"
"460",-77.0820632630138,38.926892679214,"THEFT"
"461",-77.0261636459178,38.948269935866,"THEFT"
"462",-77.0651710767336,38.9512644899469,"THEFT"
"463",-76.9880188159739,38.9201933735558,"THEFT"
"464",-77.0275699269001,38.9155694624251,"THEFT"
"465",-77.0276026415843,38.9661326283157,"THEFT"
"466",-77.011089465643,38.821623513837,"OTHER"
"467",-77.0224527003267,38.9598463312177,"BURGLARY/ROBBERY"
"468",-77.0297344472005,38.9354232620509,"BURGLARY/ROBBERY"
"469",-76.972077321351,38.8741128738436,"THEFT"
"470",-76.9513674508649,38.8921380829754,"BURGLARY/ROBBERY"
"471",-76.9937960128335,38.8615022085829,"THEFT"
"472",-77.0167660884831,38.9174272283766,"THEFT"
"473",-76.93919053727,38.8979365604658,"THEFT"
"474",-77.0106541097933,38.8755469001686,"THEFT"
"475",-77.0000576570751,38.9199327463058,"THEFT"
"476",-77.0656624845926,38.9352824840054,"THEFT"
