"Date","Volume","Adj.Close","Stock"
2014-02-26,69054300,73.13,"Apple"
2014-02-25,57988000,73.8,"Apple"
2014-02-24,72227400,74.57,"Apple"
2014-02-21,69696200,74.25,"Apple"
2014-02-20,76464500,75.08,"Apple"
2014-02-19,78442000,75.96,"Apple"
2014-02-18,65062900,77.18,"Apple"
2014-02-14,68231100,76.9,"Apple"
2014-02-13,76849500,76.96,"Apple"
2014-02-12,77025200,75.76,"Apple"
2014-02-11,70564200,75.76,"Apple"
2014-02-10,86389800,74.78,"Apple"
2014-02-07,92570100,73.46,"Apple"
2014-02-06,64441300,72.45,"Apple"
2014-02-05,82086200,72.03,"Apple"
2014-02-04,94170300,71.49,"Apple"
2014-02-03,100366000,70.47,"Apple"
2014-01-31,116199300,70.34,"Apple"
2014-01-30,169625400,70.23,"Apple"
2014-01-29,125702500,70.37,"Apple"
2014-01-28,266380800,71.17,"Apple"
2014-01-27,138719700,77.36,"Apple"
2014-01-24,107338700,76.73,"Apple"
2014-01-23,100809800,78.15,"Apple"
2014-01-22,94996300,77.5,"Apple"
2014-01-21,82131700,77.15,"Apple"
2014-01-17,106684900,75.97,"Apple"
2014-01-16,57319500,77.88,"Apple"
2014-01-15,97909700,78.32,"Apple"
2014-01-14,83140400,76.78,"Apple"
2014-01-13,94623200,75.28,"Apple"
2014-01-10,76244000,74.89,"Apple"
2014-01-09,69787200,75.39,"Apple"
2014-01-08,64632400,76.37,"Apple"
2014-01-07,79302300,75.89,"Apple"
2014-01-06,103152700,76.43,"Apple"
2014-01-03,98116900,76.02,"Apple"
2014-01-02,58671200,77.73,"Apple"
2013-12-31,55771100,78.83,"Apple"
2013-12-30,63407400,77.92,"Apple"
2013-12-27,56471100,78.7,"Apple"
2013-12-26,51002000,79.24,"Apple"
2013-12-24,41888700,79.77,"Apple"
2013-12-23,125326600,80.11,"Apple"
2013-12-20,109103400,77.15,"Apple"
2013-12-19,80077200,76.51,"Apple"
2013-12-18,141465800,77.39,"Apple"
2013-12-17,57475600,77.99,"Apple"
2013-12-16,70648200,78.34,"Apple"
2013-12-13,83205500,77.91,"Apple"
2013-12-12,65572500,78.77,"Apple"
2013-12-11,89929700,78.88,"Apple"
2013-12-10,69567400,79.47,"Apple"
2013-12-09,80123400,79.59,"Apple"
2013-12-06,86088100,78.69,"Apple"
2013-12-05,111895000,79.8,"Apple"
2013-12-04,94452400,79.39,"Apple"
2013-12-03,112742000,79.58,"Apple"
2013-12-02,118136200,77.46,"Apple"
2013-11-29,79531900,78.14,"Apple"
2013-11-27,90862100,76.72,"Apple"
2013-11-26,100345700,74.95,"Apple"
2013-11-25,57327900,73.6,"Apple"
2013-11-22,55931400,73.04,"Apple"
2013-11-21,65506700,73.23,"Apple"
2013-11-20,48479200,72.37,"Apple"
2013-11-19,52234700,73.01,"Apple"
2013-11-18,61236000,72.88,"Apple"
2013-11-15,79480100,73.77,"Apple"
2013-11-14,70604800,74.22,"Apple"
2013-11-13,49305200,73.16,"Apple"
2013-11-12,51069200,73.07,"Apple"
2013-11-11,56863100,72.94,"Apple"
2013-11-08,69829200,73.15,"Apple"
2013-11-07,65655100,72.01,"Apple"
2013-11-06,55843900,73.2,"Apple"
2013-11-05,66303300,73.41,"Apple"
2013-11-04,61156900,73.59,"Apple"
2013-11-01,68722500,72.65,"Apple"
2013-10-31,68924100,73.02,"Apple"
2013-10-30,88540900,73.33,"Apple"
2013-10-29,158951800,72.18,"Apple"
2013-10-28,137610200,74.03,"Apple"
2013-10-25,84448000,73.48,"Apple"
2013-10-24,96191200,74.31,"Apple"
2013-10-23,78430800,73.34,"Apple"
2013-10-22,133515900,72.63,"Apple"
2013-10-21,99526700,72.84,"Apple"
2013-10-18,72635500,71.09,"Apple"
2013-10-17,63398300,70.48,"Apple"
2013-10-16,62775300,70.01,"Apple"
2013-10-15,80018400,69.67,"Apple"
2013-10-14,65474500,69.3,"Apple"
2013-10-11,66934700,68.85,"Apple"
2013-10-10,69650700,68.4,"Apple"
2013-10-09,75431300,67.98,"Apple"
2013-10-08,72729300,67.19,"Apple"
2013-10-07,78073100,68.14,"Apple"
2013-10-04,64717100,67.48,"Apple"
2013-10-03,80688300,67.53,"Apple"
2013-10-02,72296000,68.39,"Apple"
2013-10-01,88470900,68.17,"Apple"
2013-09-30,65039100,66.6,"Apple"
2013-09-27,57010100,67.44,"Apple"
2013-09-26,59305400,67.93,"Apple"
2013-09-25,79239300,67.27,"Apple"
2013-09-24,91086100,68.33,"Apple"
2013-09-23,190526700,68.54,"Apple"
2013-09-20,174825700,65.3,"Apple"
2013-09-19,101135300,65.98,"Apple"
2013-09-18,114215500,64.92,"Apple"
2013-09-17,99845200,63.61,"Apple"
2013-09-16,135926700,62.88,"Apple"
2013-09-13,74708900,64.95,"Apple"
2013-09-12,101012800,66.04,"Apple"
2013-09-11,224674100,65.34,"Apple"
2013-09-10,185798900,69.1,"Apple"
2013-09-09,85171800,70.71,"Apple"
2013-09-06,89881400,69.6,"Apple"
2013-09-05,59091900,69.19,"Apple"
2013-09-04,86258200,69.67,"Apple"
2013-09-03,82982200,68.26,"Apple"
2013-08-30,68074300,68.07,"Apple"
2013-08-29,59914400,68.69,"Apple"
2013-08-28,76902000,68.58,"Apple"
2013-08-27,106047200,68.26,"Apple"
2013-08-26,82741400,70.27,"Apple"
2013-08-23,55682900,69.99,"Apple"
2013-08-22,61051900,70.27,"Apple"
2013-08-21,83969900,70.18,"Apple"
2013-08-20,89672100,70,"Apple"
2013-08-19,127629600,70.93,"Apple"
2013-08-16,90576500,70.18,"Apple"
2013-08-15,122573500,69.56,"Apple"
2013-08-14,189093100,69.64,"Apple"
2013-08-13,220485300,68.39,"Apple"
2013-08-12,91108500,65.29,"Apple"
2013-08-09,66716300,63.49,"Apple"
2013-08-08,63944300,64.4,"Apple"
2013-08-07,74714500,64.53,"Apple"
2013-08-06,83714400,64.57,"Apple"
2013-08-05,79713900,65.15,"Apple"
2013-08-02,68695900,64.19,"Apple"
2013-08-01,51562700,63.38,"Apple"
2013-07-31,80739400,62.81,"Apple"
2013-07-30,77355600,62.92,"Apple"
2013-07-29,62014400,62.15,"Apple"
2013-07-26,50038100,61.2,"Apple"
2013-07-25,57373400,60.86,"Apple"
2013-07-24,147984200,61.14,"Apple"
2013-07-23,92348900,58.15,"Apple"
2013-07-22,51949100,59.17,"Apple"
2013-07-19,67180400,58.98,"Apple"
2013-07-18,54719700,59.92,"Apple"
2013-07-17,49747600,59.72,"Apple"
2013-07-16,54134500,59.71,"Apple"
2013-07-15,60479300,59.32,"Apple"
2013-07-12,69890800,59.19,"Apple"
2013-07-11,81573100,59.3,"Apple"
2013-07-10,70351400,58.39,"Apple"
2013-07-09,88146100,58.62,"Apple"
2013-07-08,74534600,57.6,"Apple"
2013-07-05,68506200,57.93,"Apple"
2013-07-03,60232200,58.4,"Apple"
2013-07-02,117466300,58.08,"Apple"
2013-07-01,97763400,56.79,"Apple"
2013-06-28,144629100,55.03,"Apple"
2013-06-27,84311500,54.65,"Apple"
2013-06-26,91931000,55.25,"Apple"
2013-06-25,78540700,55.88,"Apple"
2013-06-24,120186500,55.87,"Apple"
2013-06-21,120279600,57.39,"Apple"
2013-06-20,89327700,57.85,"Apple"
2013-06-19,77735000,58.71,"Apple"
2013-06-18,48756400,59.92,"Apple"
2013-06-17,64853600,59.96,"Apple"
2013-06-14,67966500,59.69,"Apple"
2013-06-13,71458100,60.51,"Apple"
2013-06-12,66306800,59.98,"Apple"
2013-06-11,71528100,60.73,"Apple"
2013-06-10,112538300,60.91,"Apple"
2013-06-07,101133900,61.32,"Apple"
2013-06-06,104233500,60.85,"Apple"
2013-06-05,72647400,61.78,"Apple"
2013-06-04,73182200,62.36,"Apple"
2013-06-03,93088100,62.55,"Apple"
2013-05-31,96075700,62.42,"Apple"
2013-05-30,88379900,62.67,"Apple"
2013-05-29,82644100,61.75,"Apple"
2013-05-28,96536300,61.27,"Apple"
2013-05-24,69041700,61.78,"Apple"
2013-05-23,88255300,61.36,"Apple"
2013-05-22,110759600,61.25,"Apple"
2013-05-21,114005500,61.02,"Apple"
2013-05-20,112894600,61.47,"Apple"
2013-05-17,106976100,60.13,"Apple"
2013-05-16,150801000,60.31,"Apple"
2013-05-15,185403400,59.52,"Apple"
2013-05-14,111779500,61.6,"Apple"
2013-05-13,79237200,63.11,"Apple"
2013-05-10,83713000,62.87,"Apple"
2013-05-09,99621900,63.39,"Apple"
2013-05-08,118149500,63.95,"Apple"
2013-05-07,120938300,63.24,"Apple"
2013-05-06,124160400,63.52,"Apple"
2013-05-03,90325200,62.04,"Apple"
2013-05-02,105457100,61.43,"Apple"
2013-05-01,126727300,60.57,"Apple"
2013-04-30,172884600,61.05,"Apple"
2013-04-29,160081600,59.3,"Apple"
2013-04-26,191024400,57.52,"Apple"
2013-04-25,96209400,56.31,"Apple"
2013-04-24,242412800,55.9,"Apple"
2013-04-23,166059600,56,"Apple"
2013-04-22,107480100,54.97,"Apple"
2013-04-19,152318600,53.84,"Apple"
2013-04-18,166574800,54.05,"Apple"
2013-04-17,236264000,55.54,"Apple"
2013-04-16,76442800,58.77,"Apple"
2013-04-15,79380000,57.89,"Apple"
2013-04-12,59653300,59.26,"Apple"
2013-04-11,82091100,59.88,"Apple"
2013-04-10,93982000,60.07,"Apple"
2013-04-09,76653500,58.87,"Apple"
2013-04-08,75207300,58.76,"Apple"
2013-04-05,95923800,58.35,"Apple"
2013-04-04,89611900,58.97,"Apple"
2013-04-03,90804000,59.56,"Apple"
2013-04-02,132379800,59.26,"Apple"
2013-04-01,97433000,59.14,"Apple"
2013-03-28,110709900,61.03,"Apple"
2013-03-27,82809300,62.33,"Apple"
2013-03-26,73573500,63.58,"Apple"
2013-03-25,125283900,63.92,"Apple"
2013-03-22,98776300,63.69,"Apple"
2013-03-21,95813900,62.42,"Apple"
2013-03-20,77165200,62.33,"Apple"
2013-03-19,131693800,62.66,"Apple"
2013-03-18,151549300,62.83,"Apple"
2013-03-15,160990200,61.17,"Apple"
2013-03-14,75968900,59.63,"Apple"
2013-03-13,101387300,59.06,"Apple"
2013-03-12,116477900,59.07,"Apple"
2013-03-11,118559000,60.37,"Apple"
2013-03-08,97870500,59.52,"Apple"
2013-03-07,117118400,59.37,"Apple"
2013-03-06,115062500,58.69,"Apple"
2013-03-05,159608400,59.44,"Apple"
2013-03-04,145688900,57.91,"Apple"
2013-03-01,138112100,59.35,"Apple"
2013-02-28,80628800,60.86,"Apple"
2013-02-27,146837600,61.3,"Apple"
2013-02-26,125374900,61.9,"Apple"
2013-02-25,93144800,61.05,"Apple"
2013-02-22,82663700,62.16,"Apple"
2013-02-21,111795600,61.5,"Apple"
2013-02-20,119075600,61.89,"Apple"
2013-02-19,108945900,63.42,"Apple"
2013-02-15,97936300,63.44,"Apple"
2013-02-14,88818800,64.33,"Apple"
2013-02-13,118801900,64.39,"Apple"
2013-02-12,152263300,64.51,"Apple"
2013-02-11,129372600,66.17,"Apple"
2013-02-08,158289600,65.49,"Apple"
2013-02-07,176145200,64.56,"Apple"
2013-02-06,148426600,62.69,"Apple"
2013-02-05,143336900,62.76,"Apple"
2013-02-04,119279300,60.63,"Apple"
2013-02-01,134871100,62.18,"Apple"
2013-01-31,79833600,62.44,"Apple"
2013-01-30,104288800,62.62,"Apple"
2013-01-29,142789500,62.82,"Apple"
2013-01-28,196379400,61.66,"Apple"
2013-01-25,302006600,60.3,"Apple"
2013-01-24,365213100,61.75,"Apple"
2013-01-23,215377400,70.46,"Apple"
2013-01-22,115386600,69.19,"Apple"
2013-01-18,118230700,68.54,"Apple"
2013-01-17,113419600,68.91,"Apple"
2013-01-16,172701200,69.37,"Apple"
2013-01-15,219193100,66.61,"Apple"
2013-01-14,183551900,68.78,"Apple"
2013-01-11,87626700,71.32,"Apple"
2013-01-10,150286500,71.76,"Apple"
2013-01-09,101901100,70.88,"Apple"
2013-01-08,114676800,72.01,"Apple"
2013-01-07,121039100,71.81,"Apple"
2013-01-04,148583400,72.24,"Apple"
2013-01-03,88241300,74.31,"Apple"
2013-01-02,140129500,75.26,"Apple"
2012-12-31,164873100,72.95,"Apple"
2012-12-28,88569600,69.85,"Apple"
2012-12-27,113780100,70.6,"Apple"
2012-12-26,75609100,70.32,"Apple"
2012-12-24,43938300,71.3,"Apple"
2012-12-21,149067100,71.19,"Apple"
2012-12-20,120422400,71.52,"Apple"
2012-12-19,112342300,72.14,"Apple"
2012-12-18,156421300,73.18,"Apple"
2012-12-17,189401800,71.12,"Apple"
2012-12-14,252394800,69.88,"Apple"
2012-12-13,156314900,72.61,"Apple"
2012-12-12,121786000,73.88,"Apple"
2012-12-11,148086400,74.21,"Apple"
2012-12-10,157621100,72.63,"Apple"
2012-12-07,196760200,73.1,"Apple"
2012-12-06,294303100,75.01,"Apple"
2012-12-05,261159500,73.86,"Apple"
2012-12-04,139267100,78.94,"Apple"
2012-12-03,91070000,80.35,"Apple"
2012-11-30,97829900,80.23,"Apple"
2012-11-29,128674700,80.79,"Apple"
2012-11-28,130216100,79.91,"Apple"
2012-11-27,133332500,80.16,"Apple"
2012-11-26,157644900,80.81,"Apple"
2012-11-23,68206600,78.34,"Apple"
2012-11-21,93250500,77,"Apple"
2012-11-20,160688500,76.89,"Apple"
2012-11-19,205829400,77.55,"Apple"
2012-11-16,316723400,72.33,"Apple"
2012-11-15,197477700,72.05,"Apple"
2012-11-14,119292600,73.59,"Apple"
2012-11-13,133237300,74.42,"Apple"
2012-11-12,128950500,74.41,"Apple"
2012-11-09,232478400,74.99,"Apple"
2012-11-08,264036500,73.71,"Apple"
2012-11-07,198412200,76.49,"Apple"
2012-11-06,93729300,79.53,"Apple"
2012-11-05,132283900,79.77,"Apple"
2012-11-02,149843400,78.71,"Apple"
2012-11-01,90324500,81.4,"Apple"
2012-10-31,127500800,81.23,"Apple"
2012-10-26,254608200,82.42,"Apple"
2012-10-25,164081400,83.17,"Apple"
2012-10-24,139631800,84.17,"Apple"
2012-10-23,176786400,83.69,"Apple"
2012-10-22,136682700,86.52,"Apple"
2012-10-19,186021500,83.21,"Apple"
2012-10-18,119156100,86.33,"Apple"
2012-10-17,97259400,87.96,"Apple"
2012-10-16,137442900,88.67,"Apple"
2012-10-15,108125500,86.61,"Apple"
2012-10-12,115003700,85.93,"Apple"
2012-10-11,136520300,85.71,"Apple"
2012-10-10,127589000,87.45,"Apple"
2012-10-09,209649300,86.76,"Apple"
2012-10-08,159498500,87.08,"Apple"
2012-10-05,148501500,89.05,"Apple"
2012-10-04,92681400,90.99,"Apple"
2012-10-03,106070300,91.62,"Apple"
2012-10-02,156998100,90.24,"Apple"
2012-10-01,135898700,89.98,"Apple"
2012-09-28,133777700,91.03,"Apple"
2012-09-27,148522500,92.97,"Apple"
2012-09-26,144125800,90.77,"Apple"
2012-09-25,129697400,91.91,"Apple"
2012-09-24,159941600,94.26,"Apple"
2012-09-21,142897300,95.53,"Apple"
2012-09-20,84142100,95.34,"Apple"
2012-09-19,81718700,95.8,"Apple"
2012-09-18,93375800,95.78,"Apple"
2012-09-17,99507800,95.49,"Apple"
2012-09-14,150118500,94.33,"Apple"
2012-09-13,149590000,93.19,"Apple"
2012-09-12,178058300,91.39,"Apple"
2012-09-11,125995800,90.14,"Apple"
2012-09-10,121999500,90.43,"Apple"
2012-09-07,82416600,92.85,"Apple"
2012-09-06,97799100,92.28,"Apple"
2012-09-05,84093800,91.45,"Apple"
2012-09-04,91973000,92.1,"Apple"
2012-08-31,84580300,90.77,"Apple"
2012-08-30,75674900,90.59,"Apple"
2012-08-29,50701700,91.9,"Apple"
2012-08-28,66854200,92.08,"Apple"
2012-08-27,106752100,92.2,"Apple"
2012-08-24,109335100,90.5,"Apple"
2012-08-23,105032200,90.42,"Apple"
2012-08-22,141330700,91.27,"Apple"
2012-08-21,203179900,89.52,"Apple"
2012-08-20,153346200,90.76,"Apple"
2012-08-17,110690300,88.44,"Apple"
2012-08-16,63633500,86.83,"Apple"
2012-08-15,64335600,86.08,"Apple"
2012-08-14,85042300,86.2,"Apple"
2012-08-13,69708100,85.97,"Apple"
2012-08-10,48734700,84.83,"Apple"
2012-08-09,55410600,84.7,"Apple"
2012-08-08,61176500,84.22,"Apple"
2012-08-07,72611700,84.36,"Apple"
2012-08-06,75525800,84.59,"Apple"
2012-08-03,86230200,83.65,"Apple"
2012-08-02,83039600,82.58,"Apple"
2012-08-01,96125400,82.45,"Apple"
2012-07-31,115581900,82.98,"Apple"
2012-07-30,94785600,80.85,"Apple"
2012-07-27,100984100,79.51,"Apple"
2012-07-26,101658200,78.11,"Apple"
2012-07-25,219328200,78.12,"Apple"
2012-07-24,141283100,81.65,"Apple"
2012-07-23,121993900,82.04,"Apple"
2012-07-20,99367800,82.11,"Apple"
2012-07-19,109215400,83.47,"Apple"
2012-07-18,63175000,82.37,"Apple"
2012-07-17,73406200,82.46,"Apple"
2012-07-16,75315100,82.46,"Apple"
2012-07-13,77856800,82.2,"Apple"
2012-07-12,107010400,81.37,"Apple"
2012-07-11,117330500,82.12,"Apple"
2012-07-10,127989400,82.64,"Apple"
2012-07-09,94851400,83.41,"Apple"
2012-07-06,104732600,82.32,"Apple"
2012-07-05,121095800,82.87,"Apple"
2012-07-03,60428200,81.44,"Apple"
2012-07-02,100023000,80.51,"Apple"
2012-06-29,105375200,79.35,"Apple"
2012-06-28,70709100,77.32,"Apple"
2012-06-27,50749300,78.06,"Apple"
2012-06-26,69134100,77.72,"Apple"
2012-06-25,76095600,77.55,"Apple"
2012-06-22,71117900,79.09,"Apple"
2012-06-21,81587800,78.49,"Apple"
2012-06-20,89735800,79.58,"Apple"
2012-06-19,90351100,79.81,"Apple"
2012-06-18,110103000,79.59,"Apple"
2012-06-15,83813800,78.01,"Apple"
2012-06-14,86393300,77.65,"Apple"
2012-06-13,73395000,77.74,"Apple"
2012-06-12,108845100,78.28,"Apple"
2012-06-11,147816200,77.6,"Apple"
2012-06-08,86879100,78.85,"Apple"
2012-06-07,94941700,77.68,"Apple"
2012-06-06,100363900,77.64,"Apple"
2012-06-05,97053600,76.47,"Apple"
2012-06-04,139248900,76.67,"Apple"
2012-06-01,130246900,76.22,"Apple"
2012-05-31,122918600,78.5,"Apple"
2012-05-30,132357400,78.69,"Apple"
2012-05-29,95127200,77.75,"Apple"
2012-05-25,82126800,76.4,"Apple"
2012-05-24,124057500,76.81,"Apple"
2012-05-23,146224400,77.52,"Apple"
2012-05-22,173717600,75.68,"Apple"
2012-05-21,157776500,76.26,"Apple"
2012-05-18,183073100,72.06,"Apple"
2012-05-17,179305000,72.03,"Apple"
2012-05-16,140224000,74.2,"Apple"
2012-05-15,119084000,75.16,"Apple"
2012-05-14,88156600,75.84,"Apple"
2012-05-11,99886500,77,"Apple"
2012-05-10,83300000,77.52,"Apple"
2012-05-09,120176000,77.33,"Apple"
2012-05-08,124313000,77.2,"Apple"
2012-05-07,115029600,77.37,"Apple"
2012-05-04,132498100,76.8,"Apple"
2012-05-03,97637400,79.05,"Apple"
2012-05-02,106847300,79.62,"Apple"
2012-05-01,152749800,79.09,"Apple"
2012-04-30,126536200,79.34,"Apple"
2012-04-27,101680600,81.93,"Apple"
2012-04-26,134017100,82.57,"Apple"
2012-04-25,226444400,82.88,"Apple"
2012-04-24,269037300,76.12,"Apple"
2012-04-23,241632300,77.68,"Apple"
2012-04-20,257746300,77.85,"Apple"
2012-04-19,208679800,79.82,"Apple"
2012-04-18,238632800,82.65,"Apple"
2012-04-17,256382000,82.84,"Apple"
2012-04-16,262696700,78.82,"Apple"
2012-04-13,214911200,82.23,"Apple"
2012-04-12,153584200,84.62,"Apple"
2012-04-11,174153700,85.08,"Apple"
2012-04-10,222431300,85.39,"Apple"
2012-04-09,149384200,86.44,"Apple"
2012-04-05,160324500,86.1,"Apple"
2012-04-04,143245200,84.82,"Apple"
2012-04-03,208639900,85.51,"Apple"
2012-04-02,149587900,84.05,"Apple"
2012-03-30,182759500,81.46,"Apple"
2012-03-29,152059600,82.86,"Apple"
2012-03-28,163865100,83.92,"Apple"
2012-03-27,151782400,83.49,"Apple"
2012-03-26,148935500,82.47,"Apple"
2012-03-23,107622200,80.98,"Apple"
2012-03-22,155967700,81.43,"Apple"
2012-03-21,161010500,81.86,"Apple"
2012-03-20,204165500,82.33,"Apple"
2012-03-19,225309000,81.67,"Apple"
2012-03-16,206371900,79.56,"Apple"
2012-03-15,289929500,79.56,"Apple"
2012-03-14,354711000,80.11,"Apple"
2012-03-13,172713800,77.19,"Apple"
2012-03-12,101820600,75,"Apple"
2012-03-09,104729800,74.07,"Apple"
2012-03-08,129114300,73.64,"Apple"
2012-03-07,199630200,72.1,"Apple"
2012-03-06,202559700,72.05,"Apple"
2012-03-05,202281100,72.44,"Apple"
2012-03-02,107928100,74.07,"Apple"
2012-03-01,170817500,73.98,"Apple"
2012-02-29,238002800,73.7,"Apple"
2012-02-28,150096800,72.75,"Apple"
2012-02-27,136895500,71.43,"Apple"
2012-02-24,103768000,70.98,"Apple"
2012-02-23,142006900,70.16,"Apple"
2012-02-22,120825600,69.71,"Apple"
2012-02-21,151398800,69.95,"Apple"
2012-02-17,133951300,68.22,"Apple"
2012-02-16,236138000,68.23,"Apple"
2012-02-15,376530000,67.62,"Apple"
2012-02-14,115099600,69.22,"Apple"
2012-02-13,129304000,68.29,"Apple"
2012-02-10,157825500,67.04,"Apple"
2012-02-09,221053700,67.01,"Apple"
2012-02-08,101972500,64.77,"Apple"
2012-02-07,79055900,63.7,"Apple"
2012-02-06,62353200,63.04,"Apple"
2012-02-03,71649900,62.46,"Apple"
2012-02-02,46699100,61.84,"Apple"
2012-02-01,67511500,61.98,"Apple"
2012-01-31,97920900,62.02,"Apple"
2012-01-30,94835300,61.55,"Apple"
2012-01-27,74927300,60.77,"Apple"
2012-01-26,80996300,60.41,"Apple"
2012-01-25,239578500,60.69,"Apple"
2012-01-24,136909500,57.12,"Apple"
2012-01-23,76515600,58.07,"Apple"
2012-01-20,103493600,57.11,"Apple"
2012-01-19,65434600,58.12,"Apple"
2012-01-18,69197800,58.3,"Apple"
2012-01-17,60724300,57.7,"Apple"
2012-01-13,56505400,57.04,"Apple"
2012-01-12,53146800,57.25,"Apple"
2012-01-11,53771200,57.41,"Apple"
2012-01-10,64549100,57.51,"Apple"
2012-01-09,98506100,57.3,"Apple"
2012-01-06,79573200,57.39,"Apple"
2012-01-05,67817400,56.8,"Apple"
2012-01-04,65005500,56.17,"Apple"
2012-01-03,75555200,55.87,"Apple"
2011-12-30,44915500,55.03,"Apple"
2011-12-29,53994500,55.04,"Apple"
2011-12-28,57165500,54.71,"Apple"
2011-12-27,66269000,55.23,"Apple"
2011-12-23,67349800,54.8,"Apple"
2011-12-22,50589700,54.15,"Apple"
2011-12-21,65737000,53.87,"Apple"
2011-12-20,84303800,53.8,"Apple"
2011-12-19,58882600,51.93,"Apple"
2011-12-16,105369600,51.77,"Apple"
2011-12-15,64050000,51.49,"Apple"
2011-12-14,101721900,51.66,"Apple"
2011-12-13,84732200,52.83,"Apple"
2011-12-12,75266800,53.24,"Apple"
2011-12-09,74248300,53.48,"Apple"
2011-12-08,94089100,53.08,"Apple"
2011-12-07,76186600,52.87,"Apple"
2011-12-06,70899500,53.12,"Apple"
2011-12-05,89302500,53.4,"Apple"
2011-12-02,94763900,52.95,"Apple"
2011-12-01,96795300,52.71,"Apple"
2011-11-30,101484600,51.93,"Apple"
2011-11-29,93963800,50.71,"Apple"
2011-11-28,86603300,51.1,"Apple"
2011-11-25,63690200,49.4,"Apple"
2011-11-23,107067800,49.86,"Apple"
2011-11-22,102255300,51.16,"Apple"
2011-11-21,111995100,50.14,"Apple"
2011-11-18,92984500,50.94,"Apple"
2011-11-17,119975100,51.28,"Apple"
2011-11-16,87302600,52.28,"Apple"
2011-11-15,107702700,52.83,"Apple"
2011-11-14,108226300,51.53,"Apple"
2011-11-11,163446500,52.26,"Apple"
2011-11-10,186188100,52.34,"Apple"
2011-11-09,139671000,53.71,"Apple"
2011-11-08,100110500,55.19,"Apple"
2011-11-07,67568900,54.31,"Apple"
2011-11-04,75557300,54.38,"Apple"
2011-11-03,110346600,54.76,"Apple"
2011-11-02,81837700,54,"Apple"
2011-11-01,132947500,53.87,"Apple"
2011-10-31,96375300,55,"Apple"
2011-10-28,80710700,55.02,"Apple"
2011-10-27,123666200,54.98,"Apple"
2011-10-26,114076200,54.43,"Apple"
2011-10-25,107606800,54.04,"Apple"
2011-10-24,125534500,55.13,"Apple"
2011-10-21,155311100,53.38,"Apple"
2011-10-20,137317600,53.71,"Apple"
2011-10-19,276014900,54.16,"Apple"
2011-10-18,220400600,57.37,"Apple"
2011-10-17,171511200,57.06,"Apple"
2011-10-14,143341800,57.34,"Apple"
2011-10-13,106546300,55.49,"Apple"
2011-10-12,155571500,54.65,"Apple"
2011-10-11,151421900,54.39,"Apple"
2011-10-10,110628700,52.83,"Apple"
2011-10-07,133864500,50.24,"Apple"
2011-10-06,203145600,51.27,"Apple"
2011-10-05,196617400,51.39,"Apple"
2011-10-04,308419300,50.61,"Apple"
2011-10-03,167274800,50.9,"Apple"
2011-09-30,136910200,51.81,"Apple"
2011-09-29,162771700,53.07,"Apple"
2011-09-28,107409400,53.94,"Apple"
2011-09-27,158124400,54.25,"Apple"
2011-09-26,203219100,54.78,"Apple"
2011-09-23,136569300,54.93,"Apple"
2011-09-22,242120200,54.6,"Apple"
2011-09-21,151494000,56,"Apple"
2011-09-20,193938500,56.18,"Apple"
2011-09-19,205965200,55.93,"Apple"
2011-09-16,174628300,54.42,"Apple"
2011-09-15,104454700,53.39,"Apple"
2011-09-14,133681100,52.89,"Apple"
2011-09-13,110140100,52.26,"Apple"
2011-09-12,116958100,51.62,"Apple"
2011-09-09,141203300,51.29,"Apple"
2011-09-08,104039600,52.19,"Apple"
2011-09-07,87644200,52.16,"Apple"
2011-09-06,127424500,51.6,"Apple"
2011-09-02,109734800,50.82,"Apple"
2011-09-01,85931300,51.77,"Apple"
2011-08-31,130646600,52.29,"Apple"
2011-08-30,104480600,52.99,"Apple"
2011-08-29,101317300,52.98,"Apple"
2011-08-26,160369300,52.12,"Apple"
2011-08-25,217836500,50.78,"Apple"
2011-08-24,156566900,51.11,"Apple"
2011-08-23,164208800,50.76,"Apple"
2011-08-22,133828800,48.43,"Apple"
2011-08-19,193972100,48.37,"Apple"
2011-08-18,212858800,49.73,"Apple"
2011-08-17,110515300,51.69,"Apple"
2011-08-16,124687500,51.7,"Apple"
2011-08-15,115136000,52.09,"Apple"
2011-08-12,132244000,51.22,"Apple"
2011-08-11,185492300,50.77,"Apple"
2011-08-10,219664200,49.41,"Apple"
2011-08-09,270645900,50.82,"Apple"
2014-10-13,37040400,43.65,"Microsoft"
2014-10-10,51878600,44.03,"Microsoft"
2014-10-09,34422800,45.85,"Microsoft"
2014-10-08,32996500,46.78,"Microsoft"
2014-10-07,25723700,45.53,"Microsoft"
2014-10-06,20535900,46.09,"Microsoft"
2014-10-03,32453200,46.09,"Microsoft"
2014-10-02,25119400,45.76,"Microsoft"
2014-10-01,38050500,45.9,"Microsoft"
2014-09-30,32997600,46.36,"Microsoft"
2014-09-29,26057800,46.44,"Microsoft"
2014-09-26,27051400,46.41,"Microsoft"
2014-09-25,33011200,46.04,"Microsoft"
2014-09-24,26534000,47.08,"Microsoft"
2014-09-23,33430300,46.56,"Microsoft"
2014-09-22,38655900,47.06,"Microsoft"
2014-09-19,202522400,47.52,"Microsoft"
2014-09-18,35533100,46.68,"Microsoft"
2014-09-17,38249200,46.52,"Microsoft"
2014-09-16,27865200,46.76,"Microsoft"
2014-09-15,37630700,46.24,"Microsoft"
2014-09-12,38244700,46.7,"Microsoft"
2014-09-11,29216400,47,"Microsoft"
